t_s,ax_g,ay_g,az_g,speed_kph
0.099640,0.02147,0.01220,0.00195,40.0000
0.100840,0.02782,0.00732,0.00098,40.0000
0.102041,0.02684,0.00634,-0.00195,40.0000
0.103241,0.02294,0.01171,-0.00342,40.0000
0.104442,0.02489,0.00683,0.00244,40.0000
0.105642,0.02635,0.01122,-0.00390,40.0000
0.106843,0.02635,0.01025,0.00586,40.0000
0.108043,0.02782,0.00830,-0.00342,40.0000
0.109244,0.02586,0.00927,-0.00195,40.0000
0.110444,0.02489,0.00976,0.00342,40.0000
0.111645,0.02440,0.01171,0.00439,40.0000
0.112845,0.02830,0.00830,0.00000,40.0000
0.114046,0.01806,0.00976,-0.00830,40.0000
0.115246,0.02440,0.00586,-0.00049,40.0000
0.116447,0.02489,0.00927,-0.00634,40.0000
0.117647,0.02050,0.00439,-0.00146,40.0000
0.118848,0.02586,0.01025,0.00244,40.0000
0.120048,0.02294,0.00878,0.00244,40.0000
0.121248,0.02782,0.01659,0.00049,40.0000
0.122449,0.02440,0.01415,0.00049,40.0000
0.123649,0.02684,0.00976,0.00195,40.0000
0.124850,0.02879,0.01318,-0.00146,40.0000
0.126050,0.02635,0.01122,-0.00098,40.0000
0.127251,0.02245,0.00683,0.00342,40.0000
0.128451,0.02050,0.00293,0.00146,40.0000
0.129652,0.03026,0.01366,0.00342,40.0000
0.130852,0.02489,0.01122,0.00098,40.0000
0.132053,0.02294,0.00439,0.00098,40.0000
0.133253,0.02538,0.01220,0.00244,40.0000
0.134454,0.02440,0.01269,0.00195,40.0000
0.135654,0.02733,0.00830,0.00488,40.0000
0.136855,0.02489,0.01269,0.00195,40.0000
0.138055,0.02489,0.00488,-0.00146,40.0000
0.139256,0.02294,0.00927,-0.00146,40.0000
0.140456,0.02635,0.01025,-0.00293,40.0000
0.141657,0.02196,0.01269,0.00049,40.0000
0.142857,0.02684,0.01122,-0.00195,40.0000
0.144058,0.02977,0.01074,-0.00390,40.0000
0.145258,0.02050,0.01171,0.00195,40.0000
0.146459,0.01757,0.00830,0.00439,40.0000
0.147659,0.02684,0.01464,-0.00488,40.0000
0.148860,0.03270,0.00927,0.00293,40.0000
0.150060,0.02196,0.01269,0.00049,40.0000
0.151261,0.02147,0.01025,-0.00293,40.0000
0.152461,0.02684,0.00927,-0.00195,40.0000
0.153661,0.02245,0.01171,-0.00049,40.0000
0.154862,0.02342,0.01122,0.00683,40.0000
0.156062,0.02391,0.01415,0.00049,40.0000
0.157263,0.02684,0.01318,0.00488,40.0000
0.158463,0.02391,0.00830,-0.00195,40.0000
0.159664,0.02586,0.01171,0.00293,40.0000
0.160864,0.02440,0.01025,0.00244,40.0000
0.162065,0.02245,0.00781,-0.00195,40.0000
0.163265,0.02391,0.00683,-0.00195,40.0000
0.164466,0.02196,0.01074,0.00146,40.0000
0.165666,0.02489,0.00830,-0.00488,40.0000
0.166867,0.02147,0.00586,-0.00000,40.0000
0.168067,0.02196,0.00976,-0.00390,40.0000
0.169268,0.02928,0.01074,-0.00000,40.0000
0.170468,0.02489,0.01025,0.00146,40.0000
0.171669,0.02489,0.00634,0.00195,40.0000
0.172869,0.02635,0.00830,0.00098,40.0000
0.174070,0.02391,0.01415,-0.00049,40.0000
0.175270,0.02440,0.00781,-0.00146,40.0000
0.176471,0.02635,0.00927,-0.00244,40.0000
0.177671,0.02586,0.01708,-0.00195,40.0000
0.178872,0.02147,0.01122,-0.00146,40.0000
0.180072,0.02733,0.00878,-0.00146,40.0000
0.181273,0.02342,0.00439,0.00049,40.0000
0.182473,0.02196,0.01122,-0.00195,40.0000
0.183673,0.02245,0.00586,-0.00488,40.0000
0.184874,0.02391,0.00976,0.00195,40.0000
0.186074,0.02977,0.00732,-0.00244,40.0000
0.187275,0.02147,0.00488,-0.00488,40.0000
0.188475,0.02538,0.01513,-0.00293,40.0000
0.189676,0.01854,0.00976,-0.00098,40.0000
0.190876,0.02489,0.01269,-0.00049,40.0000
0.192077,0.02782,0.01220,0.00049,40.0000
0.193277,0.02440,0.00781,0.00586,40.0000
0.194478,0.02294,0.01025,-0.00390,40.0000
0.195678,0.02586,0.00878,0.00488,40.0000
0.196879,0.02733,0.01269,0.00049,40.0000
0.198079,0.02684,0.01122,-0.00098,40.0000
0.199280,0.03074,0.00878,-0.00683,40.0000
0.200480,0.02586,0.01513,-0.00098,40.0000
0.201681,0.02342,0.01171,0.00195,40.0000
0.202881,0.02440,0.01122,-0.00342,40.0000
0.204082,0.02489,0.00781,-0.00488,40.0000
0.205282,0.02538,0.01122,-0.00390,40.0000
0.206483,0.02489,0.00586,0.00049,40.0000
0.207683,0.02538,0.01122,0.00000,40.0000
0.208884,0.02001,0.00732,0.00488,40.0000
0.210084,0.02733,0.01074,-0.00146,40.0000
0.211285,0.02342,0.00927,0.00244,40.0000
0.212485,0.02147,0.01074,-0.00390,40.0000
0.213685,0.02684,0.01122,-0.00098,40.0000
0.214886,0.02879,0.00976,0.00342,40.0000
0.216086,0.02635,0.00976,-0.00098,40.0000
0.217287,0.02538,0.00537,0.00146,40.0000
0.218487,0.02196,0.00439,-0.00390,40.0000
0.219688,0.03367,0.01366,-0.00293,40.0000
0.220888,0.02782,0.01171,-0.00195,40.0000
0.222089,0.02147,0.00537,-0.00342,40.0000
0.223289,0.02245,0.01562,-0.00146,40.0000
0.224490,0.02538,0.00781,0.00439,40.0000
0.225690,0.02050,0.01171,-0.00098,40.0000
0.226891,0.02538,0.01122,0.00049,40.0000
0.228091,0.02342,0.01025,0.00439,40.0000
0.229292,0.02879,0.01171,-0.00000,40.0000
0.230492,0.02782,0.00586,-0.00049,40.0000
0.231693,0.01708,0.00976,-0.00146,40.0000
0.232893,0.02489,0.00927,0.00342,40.0000
0.234094,0.02001,0.01025,0.00244,40.0000
0.235294,0.02830,0.00927,0.00634,40.0000
0.236495,0.02538,0.00830,0.00634,40.0000
0.237695,0.02684,0.00781,-0.00439,40.0000
0.238896,0.02196,0.01269,0.00244,40.0000
0.240096,0.03026,0.00732,0.00634,40.0000
0.241297,0.03123,0.01122,0.00098,40.0000
0.242497,0.02196,0.01122,0.00049,40.0000
0.243697,0.02635,0.00976,-0.00342,40.0000
0.244898,0.02294,0.01122,0.00342,40.0000
0.246098,0.02489,0.01171,-0.00293,40.0000
0.247299,0.02098,0.00830,0.00049,40.0000
0.248499,0.03074,0.01122,-0.00098,40.0000
0.249700,0.02196,0.01562,0.00146,40.0000
0.250900,0.02391,0.00683,-0.00146,40.0000
0.252101,0.02635,0.00927,-0.00146,40.0000
0.253301,0.02294,0.00781,0.00293,40.0000
0.254502,0.02440,0.01610,-0.00000,40.0000
0.255702,0.02342,0.00586,0.00293,40.0000
0.256903,0.02440,0.01025,-0.00195,40.0000
0.258103,0.02147,0.01269,0.00439,40.0000
0.259304,0.02391,0.00732,0.00146,40.0000
0.260504,0.02440,0.00976,0.00390,40.0000
0.261705,0.02391,0.00781,0.00244,40.0000
0.262905,0.02538,0.00586,-0.00488,40.0000
0.264106,0.02391,0.00976,-0.00781,40.0000
0.265306,0.02733,0.01171,0.00342,40.0000
0.266507,0.02391,0.00878,-0.00146,40.0000
0.267707,0.02440,0.01025,-0.00098,40.0000
0.268908,0.02294,0.01220,-0.00244,40.0000
0.270108,0.02342,0.01366,-0.00146,40.0000
0.271309,0.02098,0.00634,0.00098,40.0000
0.272509,0.02635,0.01171,0.00293,40.0000
0.273709,0.02147,0.00830,-0.00098,40.0000
0.274910,0.02294,0.00439,-0.00634,40.0000
0.276110,0.02586,0.00781,0.00195,40.0000
0.277311,0.02635,0.01171,0.00098,40.0000
0.278511,0.02391,0.01074,-0.00195,40.0000
0.279712,0.01903,0.00683,-0.00390,40.0000
0.280912,0.02635,0.01464,-0.00390,40.0000
0.282113,0.02586,0.01122,0.00390,40.0000
0.283313,0.02098,0.00976,-0.00195,40.0000
0.284514,0.02733,0.00830,0.00342,40.0000
0.285714,0.02294,0.01122,-0.00098,40.0000
0.286915,0.02147,0.00878,0.00244,40.0000
0.288115,0.02538,0.01318,-0.00293,40.0000
0.289316,0.02440,0.01074,-0.00390,40.0000
0.290516,0.02538,0.01171,-0.00049,40.0000
0.291717,0.02001,0.00927,-0.00537,40.0000
0.292917,0.03026,0.00537,-0.00390,40.0000
0.294118,0.02342,0.01171,0.00146,40.0000
0.295318,0.02050,0.00683,0.00488,40.0000
0.296519,0.02684,0.00976,0.00049,40.0000
0.297719,0.02391,0.00976,-0.00488,40.0000
0.298920,0.02586,0.00781,-0.00293,40.0000
0.300120,0.02391,0.01269,0.00049,40.0000
0.301321,0.02489,0.00586,-0.00049,40.0000
0.302521,0.02586,0.01464,0.00732,40.0000
0.303721,0.02294,0.00830,0.00586,40.0000
0.304922,0.02684,0.01269,-0.00098,40.0000
0.306122,0.02342,0.01366,0.00634,40.0000
0.307323,0.02245,0.00732,-0.00293,40.0000
0.308523,0.02538,0.00781,-0.00293,40.0000
0.309724,0.02635,0.01269,0.00439,40.0000
0.310924,0.02440,0.01074,-0.00293,40.0000
0.312125,0.02245,0.01025,-0.00146,40.0000
0.313325,0.02684,0.00439,0.00488,40.0000
0.314526,0.01952,0.00488,-0.00146,40.0000
0.315726,0.02196,0.01171,0.00390,40.0000
0.316927,0.02489,0.01415,0.00195,40.0000
0.318127,0.02098,0.00781,-0.00146,40.0000
0.319328,0.02489,0.00732,0.00195,40.0000
0.320528,0.02489,0.01074,0.00342,40.0000
0.321729,0.02782,0.01122,0.00244,40.0000
0.322929,0.02245,0.01171,-0.00244,40.0000
0.324130,0.02294,0.00878,0.00293,40.0000
0.325330,0.02586,0.00439,-0.00683,40.0000
0.326531,0.01757,0.01415,-0.00098,40.0000
0.327731,0.03416,0.00830,0.00000,40.0000
0.328932,0.02294,0.01366,0.00293,40.0000
0.330132,0.02294,0.00390,0.00439,40.0000
0.331333,0.02782,0.01122,-0.00390,40.0000
0.332533,0.02489,0.00830,-0.00146,40.0000
0.333733,0.01952,0.00683,-0.00049,40.0000
0.334934,0.02684,0.01269,-0.00146,40.0000
0.336134,0.02733,0.01366,0.00098,40.0000
0.337335,0.02342,0.00830,0.00195,40.0000
0.338535,0.02391,0.01171,0.00195,40.0000
0.339736,0.02635,0.00683,-0.00098,40.0000
0.340936,0.02245,0.00830,0.00976,40.0000
0.342137,0.02635,0.00927,-0.00342,40.0000
0.343337,0.02538,0.00878,-0.00049,40.0000
0.344538,0.02294,0.01171,0.00488,40.0000
0.345738,0.02098,0.00634,0.00244,40.0000
0.346939,0.02440,0.01269,0.00244,40.0000
0.348139,0.02245,0.01269,0.00390,40.0000
0.349340,0.02782,0.00927,-0.00049,40.0000
0.350540,0.02538,0.00634,0.00049,40.0000
0.351741,0.02733,0.00293,0.00342,40.0000
0.352941,0.02538,0.00976,0.00488,40.0000
0.354142,0.02586,0.00781,-0.00390,40.0000
0.355342,0.02245,0.01025,-0.00146,40.0000
0.356543,0.02684,0.00683,0.00000,40.0000
0.357743,0.03026,0.01025,0.00293,40.0000
0.358944,0.02391,0.00976,-0.00342,40.0000
0.360144,0.02342,0.01025,0.00293,40.0000
0.361345,0.02440,0.01074,-0.00195,40.0000
0.362545,0.02342,0.01074,0.00244,40.0000
0.363745,0.02294,0.01269,0.00098,40.0000
0.364946,0.02538,0.00781,0.00488,40.0000
0.366146,0.02391,0.01220,-0.00293,40.0000
0.367347,0.02928,0.01025,0.00195,40.0000
0.368547,0.02489,0.00878,-0.00049,40.0000
0.369748,0.02586,0.00683,-0.00195,40.0000
0.370948,0.02782,0.01415,0.00293,40.0000
0.372149,0.02391,0.01074,-0.00293,40.0000
0.373349,0.02928,0.00830,0.00244,40.0000
0.374550,0.02294,0.01025,-0.00293,40.0000
0.375750,0.02245,0.01025,-0.00342,40.0000
0.376951,0.02391,0.00830,0.00244,40.0000
0.378151,0.02489,0.00586,0.00683,40.0000
0.379352,0.02098,0.01025,0.00146,40.0000
0.380552,0.02489,0.00976,-0.00293,40.0000
0.381753,0.02001,0.00927,0.00098,40.0000
0.382953,0.02928,0.01269,-0.00098,40.0000
0.384154,0.02489,0.00634,-0.00195,40.0000
0.385354,0.02294,0.00732,0.00049,40.0000
0.386555,0.02245,0.01025,0.00146,40.0000
0.387755,0.02391,0.01269,0.00244,40.0000
0.388956,0.02440,0.01171,-0.00293,40.0000
0.390156,0.02196,0.01220,0.00488,40.0000
0.391357,0.02245,0.00342,-0.00098,40.0000
0.392557,0.02440,0.01171,-0.00488,40.0000
0.393758,0.02342,0.01122,-0.00244,40.0000
0.394958,0.02782,0.01220,0.00049,40.0000
0.396158,0.02830,0.00781,-0.00244,40.0000
0.397359,0.02489,0.01171,0.00049,40.0000
0.398559,0.02635,0.01318,-0.00293,40.0000
0.399760,0.02098,0.01464,0.00293,40.0000
0.400960,0.02684,0.01074,0.00049,40.0000
0.402161,0.02489,0.00586,-0.00098,40.0000
0.403361,0.02635,0.01025,0.00293,40.0000
0.404562,0.02977,0.01171,-0.00293,40.0000
0.405762,0.01806,0.01171,-0.00049,40.0000
0.406963,0.02586,0.01562,0.00195,40.0000
0.408163,0.02147,0.00927,0.00098,40.0000
0.409364,0.02684,0.00683,0.00000,40.0000
0.410564,0.02098,0.00830,0.00244,40.0000
0.411765,0.02342,0.01220,-0.00146,40.0000
0.412965,0.02538,0.00781,-0.00000,40.0000
0.414166,0.02684,0.00683,-0.00293,40.0000
0.415366,0.02538,0.00732,-0.00049,40.0000
0.416567,0.02245,0.01366,-0.00342,40.0000
0.417767,0.02342,0.01074,-0.00342,40.0000
0.418968,0.02782,0.00927,-0.00000,40.0000
0.420168,0.02489,0.01269,-0.00293,40.0000
0.421369,0.02001,0.01220,0.00244,40.0000
0.422569,0.02733,0.00732,0.00293,40.0000
0.423770,0.02635,0.01269,0.00146,40.0000
0.424970,0.02782,0.01074,0.00195,40.0000
0.426170,0.02391,0.00390,0.00146,40.0000
0.427371,0.02733,0.00634,-0.00439,40.0000
0.428571,0.02196,0.01074,-0.00342,40.0000
0.429772,0.02684,0.01171,0.00098,40.0000
0.430972,0.02342,0.00927,-0.00342,40.0000
0.432173,0.02684,0.00732,-0.00195,40.0000
0.433373,0.02782,0.01074,-0.00000,40.0000
0.434574,0.02294,0.00439,0.00098,40.0000
0.435774,0.02489,0.01171,-0.00488,40.0000
0.436975,0.02489,0.00976,-0.00000,40.0000
0.438175,0.02879,0.00976,0.00244,40.0000
0.439376,0.02733,0.00830,0.00098,40.0000
0.440576,0.02147,0.01269,0.00439,40.0000
0.441777,0.02635,0.00293,-0.00146,40.0000
0.442977,0.02733,0.00732,0.00390,40.0000
0.444178,0.03123,0.01171,0.00634,40.0000
0.445378,0.02001,0.00781,0.00195,40.0000
0.446579,0.02342,0.01415,0.00293,40.0000
0.447779,0.02879,0.01122,0.00293,40.0000
0.448980,0.02098,0.00781,-0.00683,40.0000
0.450180,0.02147,0.01318,-0.00195,40.0000
0.451381,0.02635,0.00976,0.00342,40.0000
0.452581,0.02782,0.01171,-0.00390,40.0000
0.453782,0.02294,0.00830,0.00098,40.0000
0.454982,0.02684,0.00830,0.00146,40.0000
0.456182,0.02538,0.01220,0.00390,40.0000
0.457383,0.02977,0.01025,-0.00049,40.0000
0.458583,0.02489,0.00781,0.00244,40.0000
0.459784,0.02782,0.00732,-0.00000,40.0000
0.460984,0.02245,0.01220,0.00488,40.0000
0.462185,0.02440,0.01513,-0.00195,40.0000
0.463385,0.02489,0.00781,-0.00146,40.0000
0.464586,0.02830,0.01220,0.00098,40.0000
0.465786,0.02684,0.00146,0.00488,40.0000
0.466987,0.02294,0.00586,0.00049,40.0000
0.468187,0.02684,0.01220,-0.00000,40.0000
0.469388,0.02733,0.01464,-0.00195,40.0000
0.470588,0.02489,0.01025,0.00293,40.0000
0.471789,0.02440,0.01171,-0.00195,40.0000
0.472989,0.02440,0.01074,-0.00098,40.0000
0.474190,0.02001,0.01318,-0.00098,40.0000
0.475390,0.02538,0.00683,0.00342,40.0000
0.476591,0.02586,0.01220,-0.00244,40.0000
0.477791,0.02245,0.00878,-0.00244,40.0000
0.478992,0.02733,0.00927,0.00049,40.0000
0.480192,0.02098,0.01025,0.00000,40.0000
0.481393,0.02342,0.00976,-0.00439,40.0000
0.482593,0.02342,0.00781,-0.00293,40.0000
0.483794,0.03074,0.00927,-0.00195,40.0000
0.484994,0.02001,0.00732,0.00000,40.0000
0.486194,0.02684,0.01464,-0.00244,40.0000
0.487395,0.02782,0.01220,0.00586,40.0000
0.488595,0.02635,0.00878,0.00049,40.0000
0.489796,0.02830,0.01464,0.00342,40.0000
0.490996,0.02196,0.01415,0.00098,40.0000
0.492197,0.01806,0.01171,0.00049,40.0000
0.493397,0.02733,0.00878,0.00195,40.0000
0.494598,0.02147,0.01074,-0.00098,40.0000
0.495798,0.02391,0.01171,-0.00537,40.0000
0.496999,0.02147,0.01415,0.00146,40.0000
0.498199,0.02830,0.00976,-0.00244,40.0000
0.499400,0.02782,0.00830,0.00390,40.0000
0.500600,0.01952,0.01708,-0.00293,39.9375
0.501801,-0.00098,0.01415,0.00049,39.9375
0.503001,-0.05368,0.01122,0.00000,39.9375
0.504202,-0.13030,0.00732,-0.00195,39.9375
0.505402,-0.23082,0.01171,-0.00146,39.9375
0.506603,-0.35673,0.01366,-0.00049,39.9375
0.507803,-0.50410,0.01220,0.00049,39.9375
0.509004,-0.67881,0.01269,0.00049,39.9375
0.510204,-0.87791,0.01025,0.00000,39.8125
0.511405,-1.09312,0.01366,-0.00000,39.8125
0.512605,-1.34005,0.00830,-0.00683,39.8125
0.513806,-1.60064,0.00878,0.00390,39.8125
0.515006,-1.88417,0.00878,0.00195,39.8125
0.516206,-2.18478,0.00830,-0.00390,39.8125
0.517407,-2.51369,0.01610,-0.00244,39.8125
0.518607,-2.84748,0.00537,-0.00634,39.8125
0.519808,-3.21006,0.01074,-0.00878,39.8125
0.521008,-3.58534,0.00732,-0.00146,39.0000
0.522209,-3.97525,0.00634,0.00488,39.0000
0.523409,-4.37394,0.01025,0.00049,39.0000
0.524610,-4.79070,0.00537,0.00049,39.0000
0.525810,-5.22111,0.00976,0.00000,39.0000
0.527011,-5.65787,0.01708,0.00195,39.0000
0.528211,-6.10195,0.00976,-0.00000,39.0000
0.529412,-6.55530,0.01171,-0.00244,39.0000
0.530612,-7.00963,0.00781,-0.00195,37.1250
0.531813,-7.47372,0.01171,0.00195,37.1250
0.533013,-7.94318,0.00586,-0.00146,37.1250
0.534214,-8.41507,0.01074,-0.00586,37.1250
0.535414,-8.88892,0.00976,0.00146,37.1250
0.536615,-9.35838,0.01659,0.00049,37.1250
0.537815,-9.82490,0.00976,0.00390,37.1250
0.539016,-10.28704,0.00878,0.00049,37.1250
0.540216,-10.75210,0.00830,0.00000,34.0000
0.541417,-11.21082,0.00634,-0.00049,34.0000
0.542617,-11.65832,0.01220,-0.00244,34.0000
0.543818,-12.09947,0.01415,0.00098,34.0000
0.545018,-12.53038,0.00878,-0.00146,34.0000
0.546218,-12.94713,0.01220,-0.00293,34.0000
0.547419,-13.35266,0.00878,-0.00049,34.0000
0.548619,-13.74110,0.01122,0.00049,34.0000
0.549820,-14.12467,0.01122,0.00098,34.0000
0.551020,-14.48384,0.00586,0.00195,29.0625
0.552221,-14.82886,0.00781,0.00634,29.0625
0.553421,-15.16265,0.01269,-0.00098,29.0625
0.554622,-15.46765,0.00439,0.00390,29.0625
0.555822,-15.76045,0.01025,-0.00000,29.0625
0.557023,-16.03373,0.00878,0.00049,29.0625
0.558223,-16.28017,0.00732,0.00244,29.0625
0.559424,-16.50758,0.01025,-0.00244,29.0625
0.560624,-16.71254,0.01074,-0.00049,23.6875
0.561825,-16.89310,0.01171,0.00195,23.6875
0.563025,-17.04926,0.00195,-0.00439,23.6875
0.564226,-17.18150,0.01513,-0.00293,23.6875
0.565426,-17.29374,0.00878,-0.00146,23.6875
0.566627,-17.37475,0.01318,-0.00000,23.6875
0.567827,-17.43819,0.00976,0.00244,23.6875
0.569028,-17.46601,0.00830,-0.00390,23.6875
0.570228,-17.47284,0.00976,0.00439,17.8125
0.571429,-17.45674,0.01952,0.00195,17.8125
0.572629,-17.41330,0.01464,0.00195,17.8125
0.573830,-17.34450,0.00878,-0.00586,17.8125
0.575030,-17.25519,0.01074,0.00098,17.8125
0.576230,-17.13563,0.01318,-0.00244,17.8125
0.577431,-16.99118,0.01171,0.00195,17.8125
0.578631,-16.82380,0.01025,-0.00049,17.8125
0.579832,-16.63592,0.00927,-0.00146,17.8125
0.581032,-16.41632,0.00683,-0.00293,11.3125
0.582233,-16.18940,0.01220,-0.00098,11.3125
0.583433,-15.92930,0.01318,0.00195,11.3125
0.584634,-15.65114,0.01659,-0.00488,11.3125
0.585834,-15.35736,0.00830,-0.00244,11.3125
0.587035,-15.04260,0.01220,-0.00098,11.3125
0.588235,-14.70832,0.00976,-0.00049,11.3125
0.589436,-14.35159,0.01366,-0.00146,11.3125
0.590636,-13.97974,0.00976,0.00049,6.1875
0.591837,-13.59812,0.00830,0.00000,6.1875
0.593037,-13.19991,0.00488,-0.00634,6.1875
0.594238,-12.78999,0.01220,0.00293,6.1875
0.595438,-12.36397,0.01074,-0.00439,6.1875
0.596639,-11.93843,0.01318,0.00342,6.1875
0.597839,-11.48801,0.00830,0.00244,6.1875
0.599040,-11.03758,0.01757,-0.00537,6.1875
0.600240,-10.58423,0.00781,0.00049,2.0625
0.601441,-10.11038,0.01171,0.00390,2.0625
0.602641,-9.65362,0.01122,0.00390,2.0625
0.603842,-9.18318,0.01318,0.00049,2.0625
0.605042,-8.71226,0.00927,-0.00244,2.0625
0.606242,-8.23402,0.00732,0.00342,2.0625
0.607443,-7.77042,0.00683,-0.00439,2.0625
0.608643,-7.29853,0.01269,-0.00439,2.0625
0.609844,-6.83590,0.01025,0.00244,2.0625
0.611044,-6.37962,0.01122,-0.00390,0.0000
0.612245,-5.93359,0.00732,0.00146,0.0000
0.613445,-5.48902,0.01025,-0.00342,0.0000
0.614646,-5.04934,0.01074,-0.00195,0.0000
0.615846,-4.63600,0.01171,0.00342,0.0000
0.617047,-4.22364,0.00586,-0.00049,0.0000
0.618247,-3.82446,0.00781,0.00195,0.0000
0.619448,-3.43845,0.01513,-0.00049,0.0000
0.620648,-3.07196,0.00878,-0.00146,0.0000
0.621849,-2.71914,0.00976,-0.00195,0.0000
0.623049,-2.39022,0.00878,-0.00293,0.0000
0.624250,-2.06863,0.00537,0.00098,0.0000
0.625450,-1.77339,0.00683,0.00146,0.0000
0.626651,-1.50353,0.01122,0.00488,0.0000
0.627851,-1.23903,0.00781,0.00098,0.0000
0.629052,-1.00333,0.01610,-0.00098,0.0000
0.630252,-0.80130,0.00537,0.00146,0.0000
0.631453,-0.61098,0.00439,0.00439,0.0000
0.632653,-0.44213,0.00878,-0.00439,0.0000
0.633854,-0.31037,0.00634,0.00488,0.0000
0.635054,-0.19569,0.01415,-0.00244,0.0000
0.636255,-0.10199,0.00878,-0.00244,0.0000
0.637455,-0.03367,0.01171,0.00781,0.0000
0.638655,0.00732,0.00586,0.00342,0.0000
0.639856,0.02684,0.01220,-0.00146,0.0000
0.641056,0.02586,0.01171,0.00244,0.0000
0.642257,0.02147,0.01366,0.00390,0.0000
0.643457,0.02684,0.01074,0.00195,0.0000
0.644658,0.03074,0.01171,0.00342,0.0000
0.645858,0.02879,0.01025,0.00098,0.0000
0.647059,0.02782,0.01269,0.00146,0.0000
0.648259,0.02489,0.00878,-0.00342,0.0000
0.649460,0.02782,0.01171,-0.00293,0.0000
