t_s,ax_g,ay_g,az_g,speed_kph
0.310924,0.02440,0.01074,-0.00293,60.0000
0.312125,0.02245,0.01025,-0.00146,60.0000
0.313325,0.02684,0.00439,0.00488,60.0000
0.314526,0.01952,0.00488,-0.00146,60.0000
0.315726,0.02196,0.01171,0.00390,60.0000
0.316927,0.02489,0.01415,0.00195,60.0000
0.318127,0.02098,0.00781,-0.00146,60.0000
0.319328,0.02489,0.00732,0.00195,60.0000
0.320528,0.02489,0.01074,0.00342,60.0000
0.321729,0.02782,0.01122,0.00244,60.0000
0.322929,0.02245,0.01171,-0.00244,60.0000
0.324130,0.02294,0.00878,0.00293,60.0000
0.325330,0.02586,0.00439,-0.00683,60.0000
0.326531,0.01757,0.01415,-0.00098,60.0000
0.327731,0.03416,0.00830,0.00000,60.0000
0.328932,0.02294,0.01366,0.00293,60.0000
0.330132,0.02294,0.00390,0.00439,60.0000
0.331333,0.02782,0.01122,-0.00390,60.0000
0.332533,0.02489,0.00830,-0.00146,60.0000
0.333733,0.01952,0.00683,-0.00049,60.0000
0.334934,0.02684,0.01269,-0.00146,60.0000
0.336134,0.02733,0.01366,0.00098,60.0000
0.337335,0.02342,0.00830,0.00195,60.0000
0.338535,0.02391,0.01171,0.00195,60.0000
0.339736,0.02635,0.00683,-0.00098,60.0000
0.340936,0.02245,0.00830,0.00976,60.0000
0.342137,0.02635,0.00927,-0.00342,60.0000
0.343337,0.02538,0.00878,-0.00049,60.0000
0.344538,0.02294,0.01171,0.00488,60.0000
0.345738,0.02098,0.00634,0.00244,60.0000
0.346939,0.02440,0.01269,0.00244,60.0000
0.348139,0.02245,0.01269,0.00390,60.0000
0.349340,0.02782,0.00927,-0.00049,60.0000
0.350540,0.02538,0.00634,0.00049,60.0000
0.351741,0.02733,0.00293,0.00342,60.0000
0.352941,0.02538,0.00976,0.00488,60.0000
0.354142,0.02586,0.00781,-0.00390,60.0000
0.355342,0.02245,0.01025,-0.00146,60.0000
0.356543,0.02684,0.00683,0.00000,60.0000
0.357743,0.03026,0.01025,0.00293,60.0000
0.358944,0.02391,0.00976,-0.00342,60.0000
0.360144,0.02342,0.01025,0.00293,60.0000
0.361345,0.02440,0.01074,-0.00195,60.0000
0.362545,0.02342,0.01074,0.00244,60.0000
0.363745,0.02294,0.01269,0.00098,60.0000
0.364946,0.02538,0.00781,0.00488,60.0000
0.366146,0.02391,0.01220,-0.00293,60.0000
0.367347,0.02928,0.01025,0.00195,60.0000
0.368547,0.02489,0.00878,-0.00049,60.0000
0.369748,0.02586,0.00683,-0.00195,60.0000
0.370948,0.02782,0.01415,0.00293,60.0000
0.372149,0.02391,0.01074,-0.00293,60.0000
0.373349,0.02928,0.00830,0.00244,60.0000
0.374550,0.02294,0.01025,-0.00293,60.0000
0.375750,0.02245,0.01025,-0.00342,60.0000
0.376951,0.02391,0.00830,0.00244,60.0000
0.378151,0.00488,0.00586,0.00683,60.0000
0.379352,-0.01903,0.01025,0.00146,60.0000
0.380552,-0.03514,0.00976,-0.00293,59.9375
0.381753,-0.06002,0.00927,0.00098,59.9375
0.382953,-0.07076,0.01269,-0.00098,59.9375
0.384154,-0.09516,0.00634,-0.00195,59.9375
0.385354,-0.11712,0.00732,0.00049,59.9375
0.386555,-0.13762,0.01025,0.00146,59.9375
0.387755,-0.15616,0.01269,0.00244,59.9375
0.388956,-0.17568,0.01171,-0.00293,59.9375
0.390156,-0.19813,0.01220,0.00488,59.9375
0.391357,-0.21765,0.00342,-0.00098,59.9375
0.392557,-0.23570,0.01171,-0.00488,59.9375
0.393758,-0.25669,0.01122,-0.00244,59.9375
0.394958,-0.27230,0.01220,0.00049,59.9375
0.396158,-0.29182,0.00781,-0.00244,59.9375
0.397359,-0.31476,0.01171,0.00049,59.9375
0.398559,-0.33379,0.01318,-0.00293,59.9375
0.399760,-0.35917,0.01464,0.00293,59.9375
0.400960,-0.37332,0.01074,0.00049,59.8125
0.402161,-0.39528,0.00586,-0.00098,59.8125
0.403361,-0.41334,0.01025,0.00293,59.8125
0.404562,-0.43042,0.01171,-0.00293,59.8125
0.405762,-0.46165,0.01171,-0.00049,59.8125
0.406963,-0.47434,0.01562,0.00195,59.8125
0.408163,-0.49825,0.00927,0.00098,59.8125
0.409364,-0.51338,0.00683,0.00000,59.8125
0.410564,-0.53875,0.00830,0.00244,59.6250
0.411765,-0.55632,0.01220,-0.00146,59.6250
0.412965,-0.57438,0.00781,-0.00000,59.6250
0.414166,-0.59292,0.00683,-0.00293,59.6250
0.415366,-0.61488,0.00732,-0.00049,59.6250
0.416567,-0.63733,0.01366,-0.00342,59.6250
0.417767,-0.65685,0.01074,-0.00342,59.6250
0.418968,-0.67246,0.00927,-0.00000,59.6250
0.420168,-0.69491,0.01269,-0.00293,59.3750
0.421369,-0.72029,0.01220,0.00244,59.3750
0.422569,-0.73249,0.00732,0.00293,59.3750
0.423770,-0.75396,0.01269,0.00146,59.3750
0.424970,-0.77250,0.01074,0.00195,59.3750
0.426170,-0.77592,0.00390,0.00146,59.3750
0.427371,-0.77250,0.00634,-0.00439,59.3750
0.428571,-0.77836,0.01074,-0.00342,59.3750
0.429772,-0.77348,0.01171,0.00098,59.3750
0.430972,-0.77641,0.00927,-0.00342,59.1250
0.432173,-0.77299,0.00732,-0.00195,59.1250
0.433373,-0.77202,0.01074,-0.00000,59.1250
0.434574,-0.77738,0.00439,0.00098,59.1250
0.435774,-0.77494,0.01171,-0.00488,59.1250
0.436975,-0.77494,0.00976,-0.00000,59.1250
0.438175,-0.77153,0.00976,0.00244,59.1250
0.439376,-0.77299,0.00830,0.00098,59.1250
0.440576,-0.77885,0.01269,0.00439,58.8125
0.441777,-0.77348,0.00293,-0.00146,58.8125
0.442977,-0.77299,0.00732,0.00390,58.8125
0.444178,-0.76860,0.01171,0.00634,58.8125
0.445378,-0.77982,0.00781,0.00195,58.8125
0.446579,-0.77641,0.01415,0.00293,58.8125
0.447779,-0.77104,0.01122,0.00293,58.8125
0.448980,-0.77885,0.00781,-0.00683,58.8125
0.450180,-0.77836,0.01318,-0.00195,58.5625
0.451381,-0.77348,0.00976,0.00342,58.5625
0.452581,-0.77202,0.01171,-0.00390,58.5625
0.453782,-0.77690,0.00830,0.00098,58.5625
0.454982,-0.77348,0.00830,0.00146,58.5625
0.456182,-0.77446,0.01220,0.00390,58.5625
0.457383,-0.77055,0.01025,-0.00049,58.5625
0.458583,-0.77494,0.00781,0.00244,58.5625
0.459784,-0.77202,0.00732,-0.00000,58.5625
0.460984,-0.77787,0.01220,0.00488,58.2500
0.462185,-0.77543,0.01513,-0.00195,58.2500
0.463385,-0.77543,0.00781,-0.00146,58.2500
0.464586,-0.77153,0.01220,0.00098,58.2500
0.465786,-0.77348,0.00146,0.00488,58.2500
0.466987,-0.77738,0.00586,0.00049,58.2500
0.468187,-0.77299,0.01220,-0.00000,58.2500
0.469388,-0.77250,0.01464,-0.00195,58.2500
0.470588,-0.77543,0.01025,0.00293,58.0000
0.471789,-0.77592,0.01171,-0.00195,58.0000
0.472989,-0.77543,0.01074,-0.00098,58.0000
0.474190,-0.78031,0.01318,-0.00098,58.0000
0.475390,-0.77446,0.00683,0.00342,58.0000
0.476591,-0.77446,0.01220,-0.00244,58.0000
0.477791,-0.77738,0.00878,-0.00244,58.0000
0.478992,-0.77299,0.00927,0.00049,58.0000
0.480192,-0.77934,0.01025,0.00000,57.6875
0.481393,-0.77690,0.00976,-0.00439,57.6875
0.482593,-0.77641,0.00781,-0.00293,57.6875
0.483794,-0.76909,0.00927,-0.00195,57.6875
0.484994,-0.77982,0.00732,0.00000,57.6875
0.486194,-0.77348,0.01464,-0.00244,57.6875
0.487395,-0.77202,0.01220,0.00586,57.6875
0.488595,-0.77397,0.00878,0.00049,57.6875
0.489796,-0.77153,0.01464,0.00342,57.6875
0.490996,-0.77787,0.01415,0.00098,57.4375
0.492197,-0.78178,0.01171,0.00049,57.4375
0.493397,-0.77250,0.00878,0.00195,57.4375
0.494598,-0.77836,0.01074,-0.00098,57.4375
0.495798,-0.77592,0.01171,-0.00537,57.4375
0.496999,-0.77836,0.01415,0.00146,57.4375
0.498199,-0.77202,0.00976,-0.00244,57.4375
0.499400,-0.77250,0.00830,0.00390,57.4375
0.500600,-0.77738,0.01708,-0.00293,57.1250
0.501801,-0.77250,0.01415,0.00049,57.1250
0.503001,-0.77446,0.01122,0.00000,57.1250
0.504202,-0.77543,0.00732,-0.00195,57.1250
0.505402,-0.77494,0.01171,-0.00146,57.1250
0.506603,-0.77543,0.01366,-0.00049,57.1250
0.507803,-0.77299,0.01220,0.00049,57.1250
0.509004,-0.77397,0.01269,0.00049,57.1250
0.510204,-0.77592,0.01025,0.00000,56.8750
0.511405,-0.77202,0.01366,-0.00000,56.8750
0.512605,-0.77690,0.00830,-0.00683,56.8750
0.513806,-0.77397,0.00878,0.00390,56.8750
0.515006,-0.77397,0.00878,0.00195,56.8750
0.516206,-0.77055,0.00830,-0.00390,56.8750
0.517407,-0.77641,0.01610,-0.00244,56.8750
0.518607,-0.76958,0.00537,-0.00634,56.8750
0.519808,-0.77446,0.01074,-0.00878,56.8750
0.521008,-0.77543,0.00732,-0.00146,56.5625
0.522209,-0.77690,0.00634,0.00488,56.5625
0.523409,-0.77348,0.01025,0.00049,56.5625
0.524610,-0.77494,0.00537,0.00049,56.5625
0.525810,-0.77836,0.00976,0.00000,56.5625
0.527011,-0.77836,0.01708,0.00195,56.5625
0.528211,-0.77690,0.00976,-0.00000,56.5625
0.529412,-0.77690,0.01171,-0.00244,56.5625
0.530612,-0.77153,0.00781,-0.00195,56.3125
0.531813,-0.77104,0.01171,0.00195,56.3125
0.533013,-0.77250,0.00586,-0.00146,56.3125
0.534214,-0.77397,0.01074,-0.00586,56.3125
0.535414,-0.77641,0.00976,0.00146,56.3125
0.536615,-0.77494,0.01659,0.00049,56.3125
0.537815,-0.77250,0.00976,0.00390,56.3125
0.539016,-0.76860,0.00878,0.00049,56.3125
0.540216,-0.77250,0.00830,0.00000,56.0000
0.541417,-0.77592,0.00634,-0.00049,56.0000
0.542617,-0.77494,0.01220,-0.00244,56.0000
0.543818,-0.77641,0.01415,0.00098,56.0000
0.545018,-0.77738,0.00878,-0.00146,56.0000
0.546218,-0.77543,0.01220,-0.00293,56.0000
0.547419,-0.77446,0.00878,-0.00049,56.0000
0.548619,-0.76958,0.01122,0.00049,56.0000
0.549820,-0.77494,0.01122,0.00098,56.0000
0.551020,-0.77104,0.00586,0.00195,55.6875
0.552221,-0.76958,0.00781,0.00634,55.6875
0.553421,-0.77494,0.01269,-0.00098,55.6875
0.554622,-0.77006,0.00439,0.00390,55.6875
0.555822,-0.77299,0.01025,-0.00000,55.6875
0.557023,-0.77641,0.00878,0.00049,55.6875
0.558223,-0.77397,0.00732,0.00244,55.6875
0.559424,-0.77494,0.01025,-0.00244,55.6875
0.560624,-0.77592,0.01074,-0.00049,55.4375
0.561825,-0.77543,0.01171,0.00195,55.4375
0.563025,-0.77446,0.00195,-0.00439,55.4375
0.564226,-0.77348,0.01513,-0.00293,55.4375
0.565426,-0.77787,0.00878,-0.00146,55.4375
0.566627,-0.77494,0.01318,-0.00000,55.4375
0.567827,-0.77934,0.00976,0.00244,55.4375
0.569028,-0.77446,0.00830,-0.00390,55.4375
0.570228,-0.77299,0.00976,0.00439,55.1875
0.571429,-0.77446,0.01952,0.00195,55.1875
0.572629,-0.77397,0.01464,0.00195,55.1875
0.573830,-0.77299,0.00878,-0.00586,55.1875
0.575030,-0.77690,0.01074,0.00098,55.1875
0.576230,-0.77592,0.01318,-0.00244,55.1875
0.577431,-0.77348,0.01171,0.00195,55.1875
0.578631,-0.77202,0.01025,-0.00049,55.1875
0.579832,-0.77397,0.00927,-0.00146,55.1875
0.581032,-0.76714,0.00683,-0.00293,54.8750
0.582233,-0.77543,0.01220,-0.00098,54.8750
0.583433,-0.77202,0.01318,0.00195,54.8750
0.584634,-0.77104,0.01659,-0.00488,54.8750
0.585834,-0.77543,0.00830,-0.00244,54.8750
0.587035,-0.77738,0.01220,-0.00098,54.8750
0.588235,-0.77836,0.00976,-0.00049,54.8750
0.589436,-0.77446,0.01366,-0.00146,54.8750
0.590636,-0.77153,0.00976,0.00049,54.6250
0.591837,-0.77397,0.00830,0.00000,54.6250
0.593037,-0.77446,0.00488,-0.00634,54.6250
0.594238,-0.77592,0.01220,0.00293,54.6250
0.595438,-0.77348,0.01074,-0.00439,54.6250
0.596639,-0.78129,0.01318,0.00342,54.6250
0.597839,-0.77446,0.00830,0.00244,54.6250
0.599040,-0.77494,0.01757,-0.00537,54.6250
0.600240,-0.77934,0.00781,0.00049,54.3125
0.601441,-0.76860,0.01171,0.00390,54.3125
0.602641,-0.77934,0.01122,0.00390,54.3125
0.603842,-0.77836,0.01318,0.00049,54.3125
0.605042,-0.77836,0.00927,-0.00244,54.3125
0.606242,-0.77153,0.00732,0.00342,54.3125
0.607443,-0.77787,0.00683,-0.00439,54.3125
0.608643,-0.77299,0.01269,-0.00439,54.3125
0.609844,-0.77348,0.01025,0.00244,54.3125
0.611044,-0.77446,0.01122,-0.00390,54.0000
0.612245,-0.77885,0.00732,0.00146,54.0000
0.613445,-0.77690,0.01025,-0.00342,54.0000
0.614646,-0.77006,0.01074,-0.00195,54.0000
0.615846,-0.77885,0.01171,0.00342,54.0000
0.617047,-0.77738,0.00586,-0.00049,54.0000
0.618247,-0.77543,0.00781,0.00195,54.0000
0.619448,-0.77250,0.01513,-0.00049,54.0000
0.620648,-0.77446,0.00878,-0.00146,53.7500
0.621849,-0.77299,0.00976,-0.00195,53.7500
0.623049,-0.77836,0.00878,-0.00293,53.7500
0.624250,-0.77202,0.00537,0.00098,53.7500
0.625450,-0.77348,0.00683,0.00146,53.7500
0.626651,-0.77982,0.01122,0.00488,53.7500
0.627851,-0.77055,0.00781,0.00098,53.7500
0.629052,-0.76811,0.01610,-0.00098,53.7500
0.630252,-0.77738,0.00537,0.00146,53.5000
0.631453,-0.77494,0.00439,0.00439,53.5000
0.632653,-0.77104,0.00878,-0.00439,53.5000
0.633854,-0.77934,0.00634,0.00488,53.5000
0.635054,-0.78080,0.01415,-0.00244,53.5000
0.636255,-0.77885,0.00878,-0.00244,53.5000
0.637455,-0.77690,0.01171,0.00781,53.5000
0.638655,-0.77690,0.00586,0.00342,53.5000
0.639856,-0.77299,0.01220,-0.00146,53.5000
0.641056,-0.77397,0.01171,0.00244,53.1875
0.642257,-0.77885,0.01366,0.00390,53.1875
0.643457,-0.77348,0.01074,0.00195,53.1875
0.644658,-0.76958,0.01171,0.00342,53.1875
